Company Name,Industry,Symbol,Series,ISIN Code
GP Eco Solutions India Ltd.,Capital Goods,GPECO,SM,INE0S7E01015
GSM Foils Ltd.,Capital Goods,GSMFOILS,ST,INE0SQY01018
Ganesh Green Bharat Ltd.,Capital Goods,GGBL,SM,INE0R8C01018
Gayatri Rubbers And Chemicals Ltd.,Capital Goods,GRCL,ST,INE0LVM01018
Giriraj Civil Developers Ltd.,Construction,GIRIRAJ,SM,INE614Z01017
Global Pet Industries Ltd.,Capital Goods,GLOBALPET,SM,INE0PS501019
Globe International Carriers Ltd.,Services,GICL,SM,INE947T01014
Globesecure Technologies Ltd.,Information Technology,GSTL,SM,INE00WS01056
Goldkart Jewels Ltd.,Consumer Durables,GOLDKART,ST,INE06MH01016
Goldstar Power Ltd.,Automobile and Auto Components,GOLDSTAR,SM,INE405Y01021
Goyal Salt Ltd.,Fast Moving Consumer Goods,GOYALSALT,SM,INE0QFE01017
Graphisads Ltd.,Media Entertainment & Publication,GRAPHISAD,ST,INE0POU01017
Greenchef Appliances Ltd.,Consumer Durables,GREENCHEF,SM,INE0O7P01015
Gretex Industries Ltd.,Media Entertainment & Publication,GRETEX,ST,INE985P01012
Grill Splendour Services Ltd.,Consumer Services,BIRDYS,SM,INE0PC901019
HRH Next Services Ltd.,Services,HRHNEXT,ST,INE0R3501012
Hi-Green Carbon Ltd.,Utilities,HIGREEN,ST,INE0PIC01017
Hoac Foods India Ltd.,Fast Moving Consumer Goods,HOACFOODS,SM,INE0S6S01017
Holmarc Opto-Mechatronics Ltd.,Capital Goods,HOLMARC,ST,INE0LXA01019
Homesfy Realty Ltd.,Realty,HOMESFY,SM,INE0N7F01017
IBL Finance Ltd.,Financial Services,IBLFL,ST,INE0O7401018
Indian Emulsifiers Ltd.,Chemicals,IEML,SM,INE0RRU01016
Indifra Ltd.,Oil Gas & Consumable Fuels,INDIFRA,SM,INE0PS301014
Infinium Pharmachem Ltd.,Healthcare,INFINIUM,ST,INE0MRE01011
Infollion Research Services Ltd.,Services,INFOLLION,ST,INE0NNZ01013
Inspire Films Ltd.,Media Entertainment & Publication,INSPIRE,SM,INE0NDX01019
Integrated Personnel Services Ltd.,Services,IPSL,ST,INE02EE01019
Interiors & More Ltd.,Consumer Durables,INM,SM,INE0OPC01015
Ishan International Ltd.,Capital Goods,ISHAN,ST,INE0LCW01025
Italian Edibles Ltd.,Fast Moving Consumer Goods,ITALIANE,ST,INE0R7R01018
JFL Life Sciences Ltd.,Healthcare,JFLLIFE,ST,INE0LA901015
Jainam Ferro Alloys (I) Ltd.,Metals & Mining,JAINAM,SM,INE02KC01010
Jalan Transolutions (India) Ltd.,Services,JALAN,SM,INE349X01015
Jay Jalaram Technologies Ltd.,Consumer Services,KORE,SM,INE0J6801010
Jeena Sikho Lifecare Ltd.,Healthcare,JSLL,SM,INE0J5801011
Jiwanram Sheoduttrai Industries Ltd.,Capital Goods,JIWANRAM,SM,INE0N5H01017
K2 Infragen Ltd.,Construction,K2INFRA,SM,INE0DEZ01013
KHFM Hospitality And Facility Management Services Ltd.,Services,KHFM,SM,INE00UG01014
KN Agri Resources Ltd.,Fast Moving Consumer Goods,KNAGRI,ST,INE0KNW01016
Kalahridhaan Trendz Ltd.,Textiles,KTL,ST,INE02M801018
Kandarp Digi Smart BPO Ltd.,Services,KANDARP,ST,INE0MOT01016
Karnika Industries Ltd.,Textiles,KARNIKA,ST,INE0MGA01012
Kaushalya Logistics Ltd.,Consumer Services,KLL,SM,INE0Q2V01012
Kay Cee Energy & Infra Ltd.,Construction,KCEIL,SM,INE0RCG01017
Kck Industries Ltd.,Fast Moving Consumer Goods,KCK,ST,INE0J1E01027
Kody Technolab Ltd.,Information Technology,KODYTECH,SM,INE0Q7P01013
Konstelec Engineers Ltd.,Construction,KONSTELEC,ST,INE0QEI01011
Kontor Space Ltd.,Services,KONTOR,ST,INE0KZ301010
Kore Digital Ltd.,Telecommunication,KDL,ST,INE0O4R01018
Kotyark Industries Ltd.,Oil Gas & Consumable Fuels,KOTYARK,SM,INE0J0B01017
Krishca Strapping Solutions Ltd.,Capital Goods,KRISHCA,SM,INE0NR701018
Krishival Foods Ltd.,Fast Moving Consumer Goods,KRISHIVAL,SM,INE0GGO01015
Krishna Defence and Allied Industries Ltd.,Capital Goods,KRISHNADEF,ST,INE0J5601015
Kundan Edifice Ltd.,Consumer Durables,KEL,ST,INE0OWX01025
Le Merite Exports Ltd.,Textiles,LEMERITE,ST,INE0G1L01017
Lead Reclaim And Rubber Products Ltd.,Capital Goods,LRRPL,ST,INE0H4B01011
Lloyds Luxuries Ltd.,Consumer Services,LLOYDS,SM,INE0DTQ01028
M.V.K. Agro Food Product Ltd.,Fast Moving Consumer Goods,MVKAGRO,SM,INE0SGC01015
Madhusudan Masala Ltd.,Fast Moving Consumer Goods,MADHUSUDAN,SM,INE0P6701019
Madhya Pradesh Today Media Ltd.,Media Entertainment & Publication,MPTODAY,SM,INE105Y01019
Magson Retail And Distribution Ltd.,Consumer Services,MAGSON,SM,INE0O1S01012
Mahickra Chemicals Ltd.,Chemicals,MAHICKRA,SM,INE961Y01015
Maitreya Medicare Ltd.,Healthcare,MAITREYA,ST,INE0PLQ01011
Maks Energy Solutions India Ltd.,Capital Goods,MAKS,SM,INE0CDK01019
Manav Infra Projects Ltd.,Construction,MANAV,SM,INE104Y01012
Mandeep Auto Industries Ltd.,Automobile and Auto Components,MANDEEP,SM,INE0R3T01013
Mangalam Alloys Ltd.,Capital Goods,MAL,SM,INE00C401011
Mangalam Worldwide Ltd.,Metals & Mining,MWL,SM,INE0JYY01011
Marco Cables & Conductors Ltd.,Capital Goods,MARCO,SM,INE0QP001012
Marinetrans India Ltd.,Services,MARINETRAN,SM,INE0P1P01017
Marvel Decor Ltd.,Consumer Durables,MDL,SM,INE575Z01010
Mason Infratech Ltd.,Realty,MASON,ST,INE0SH001010
Master Components Ltd.,Capital Goods,MASTER,ST,INE0OJM01017
Maxposure Ltd.,Media Entertainment & Publication,MAXPOSURE,SM,INE0ECC01022
Mcon Rasayan India Ltd.,Construction Materials,MCON,SM,INE0O4M01019
Medicamen Organics Ltd.,Healthcare,MEDIORG,ST,INE0PE401018
Mega Flex Plastics Ltd.,Capital Goods,MEGAFLEX,ST,INE0G1D01014
Megatherm Induction Ltd.,Capital Goods,MEGATHERM,SM,INE531R01010
Micropro Software Solutions Ltd.,Information Technology,MICROPRO,SM,INE0PZK01014
Milton Industries Ltd.,Consumer Durables,MILTON,SM,INE376Y01016
Mohini Health & Hygiene Ltd.,Healthcare,MHHL,SM,INE450S01011
Mono Pharmacare Ltd.,Healthcare,MONOPHARMA,SM,INE0OIP01012
Mos Utility Ltd.,Financial Services,MOS,ST,INE0N7S01010
Moxsh Overseas Educon Ltd.,Consumer Services,MOXSH,SM,INE0N6D01014
Naman In-Store (India) Ltd.,Consumer Durables,NAMAN,ST,INE0RJM01010
Nephro Care India Ltd.,Healthcare,NEPHROCARE,ST,INE0SUN01013
Net Avenue Technologies Ltd.,Consumer Services,CBAZAAR,SM,INE518X01015
Network People Services Technologies Ltd.,Information Technology,NPST,SM,INE0FFK01017
Newjaisa Technologies Ltd.,Information Technology,NEWJAISA,SM,INE0PW501021
Nidan Laboratories And Healthcare Ltd.,Healthcare,NIDAN,SM,INE0J6L01013
Nirman Agri Gentics Ltd.,Fast Moving Consumer Goods,NIRMAN,ST,INE0OK701014
Omfurn India Ltd.,Consumer Durables,OMFURN,SM,INE338Y01016
On Door Concepts Ltd.,Consumer Services,ONDOOR,SM,INE00ER01015
Oneclick Logistics India Ltd.,Services,OLIL,SM,INE0OPS01011
Oriana Power Ltd.,Capital Goods,ORIANA,SM,INE0OUT01019
Owais Metal and Mineral Processing Ltd.,Metals & Mining,OWAIS,SM,INE0R8M01017
P. E. Analytics Ltd.,Realty,PROPEQUITY,SM,INE0KN801013
Paragon Fine and Speciality Chemical Ltd.,Chemicals,PARAGON,SM,INE0N4G01012
Parin Enterprises Ltd.,Consumer Durables,PARIN,ST,INE00U801010
Party Cruisers Ltd.,Consumer Services,PARTYCRUS,SM,INE06ZX01015
Pashupati Cotspin Ltd.,Textiles,PASHUPATI,ST,INE124Y01010
Pattech Fitwell Tube Components Ltd.,Capital Goods,PATTECH,ST,INE0NZW01014
Pentagon Rubber Ltd.,Capital Goods,PENTAGON,SM,INE0ORS01017
Perfect Infraengineers Ltd.,Capital Goods,PERFECT,ST,INE925S01012
Petro Carbon and Chemicals Ltd.,Metals & Mining,PCCL,SM,INE998U01015
Phantom Digital Effects Ltd.,Media Entertainment & Publication,PHANTOMFX,ST,INE0MLZ01019
Plada Infotech Services Ltd.,Services,PLADAINFO,SM,INE0PXD01014
Polysil Irrigation Systems Ltd.,Capital Goods,POLYSIL,SM,INE517M01028
Pramara Promotions Ltd.,Media Entertainment & Publication,PRAMARA,SM,INE0O7A01017
Pratham EPC Projects Ltd.,Construction,PRATHAM,ST,INE0QA601016
Precision Metaliks Ltd.,Automobile and Auto Components,PRECISION,SM,INE0HKW01018
Premier Roadlines Ltd.,Services,PRLIND,SM,INE0CFG01012
Presstonic Engineering Ltd.,Capital Goods,PRESSTONIC,SM,INE0R1601012
Pritika Engineering Components Ltd.,Automobile and Auto Components,PRITIKA,ST,INE0MJQ01012
Prolife Industries Ltd.,Chemicals,PROLIFE,SM,INE994V01012
Proventus Agrocom Ltd.,Fast Moving Consumer Goods,PROV,SM,INE0ONE01016
Pulz Electronics Ltd.,Consumer Durables,PULZ,ST,INE335X01014
Purv Flexipack Ltd.,Capital Goods,PURVFLEXI,SM,INE0R6C01012
QMS Medical Allied Services Ltd.,Healthcare,QMSMEDI,SM,INE0FMW01018
Quadpro ITeS Ltd.,Information Technology,QUADPRO,SM,INE0GOJ01027
Quality Foils (India) Ltd.,Capital Goods,QFIL,SM,INE0O1M01015
Quest Laboratories Ltd.,Healthcare,QUESTLAB,SM,INE0TNW01017
Quicktouch Technologies Ltd.,Information Technology,QUICKTOUCH,SM,INE0K4D01020
R M Drip and Sprinklers Systems Ltd.,Capital Goods,RMDRIP,ST,INE219Y01018
RBM Infracon Ltd.,Oil Gas & Consumable Fuels,RBMINFRA,ST,INE0NA301016
Rachana Infrastructure Ltd.,Construction,RILINFRA,ST,INE02OY01016
Radiowalla Network Ltd.,Media Entertainment & Publication,RADIOWALLA,SM,INE430U01019
Rajgor Castor Derivatives Ltd.,Fast Moving Consumer Goods,RCDL,SM,INE0BZQ01011
Ramdevbaba Solvent Ltd.,Fast Moving Consumer Goods,RBS,SM,INE0RJH01010
Refractory Shapes Ltd.,Capital Goods,REFRACTORY,ST,INE0TNX01015
Remus Pharmaceuticals Ltd.,Healthcare,REMUS,SM,INE0O5T01011
Rex Pipes and Cables Industries Ltd.,Capital Goods,REXPIPES,SM,INE00D001018
Richa Info Systems Ltd.,Information Technology,RICHA,SM,INE0J1P01015
Rite Zone Chemcon India Ltd.,Chemicals,RITEZONE,SM,INE0MRA01019
Rockingdeals Circular Economy Ltd.,Services,ROCKINGDCE,SM,INE0PTR01012
Rox Hi-Tech Ltd.,Information Technology,ROXHITECH,SM,INE0PDJ01013
Rulka Electricals Ltd.,Services,RULKA,SM,INE0R7301013
S J Logistics (India) Ltd.,Services,SJLOGISTIC,ST,INE0F3301020
SKP Bearing Industries Ltd.,Capital Goods,SKP,SM,INE0KZA01016
SMVD Ploy Pack Ltd.,Capital Goods,SMVD,SM,INE702Y01013
SP Refractories Ltd.,Capital Goods,SPRL,ST,INE0JW501011
Saakshi Medtech and Panels Ltd.,Capital Goods,SAAKSHI,SM,INE0PSK01027
Sabar Flex India Ltd.,Capital Goods,SABAR,ST,INE0DZ101013
Sadhav Shipping Ltd.,Services,SADHAV,SM,INE0K5H01010
Sahaj Fashions Ltd.,Textiles,SAHAJ,SM,INE013901017
Sahana System Ltd.,Information Technology,SAHANA,SM,INE0LEX01011
Salasar Exteriors and Contour Ltd.,Construction,SECL,SM,INE00Y701026
Sameera Agro And Infra Ltd.,Fast Moving Consumer Goods,SAIFL,SM,INE0PZA01015
Sangani Hospitals Ltd.,Healthcare,SANGANI,ST,INE0OVI01010
Sar Televenture Ltd.,Telecommunication,SARTELE,SM,INE0PUC01020
Saroja Pharma Industries India Ltd.,Chemicals,SAROJA,SM,INE0PCL01011
Service Care Ltd.,Services,SERVICE,SM,INE0P1Q01015
Shanthala FMCG Products Ltd.,Fast Moving Consumer Goods,SHANTHALA,SM,INE0Q9Q01017
Sharp Chucks and Machines Ltd.,Capital Goods,SCML,SM,INE460Q01014
Sheetal Universal Ltd.,Fast Moving Consumer Goods,SHEETAL,SM,INE04VX01019
Shera Energy Ltd.,Capital Goods,SHERA,SM,INE0MM001019
Shigan Quantum Technologies Ltd.,Automobile and Auto Components,SHIGAN,SM,INE03KJ01013
Shivalic Power Control Ltd.,Capital Goods,SPCL,SM,INE0T7B01010
Shree Karni Fabcom Ltd.,Textiles,SHREEKARNI,SM,INE0S4Y01010
Shree OSFM E-Mobility Ltd.,Services,SHREEOSFM,SM,INE02S501018
Shree Tirupati Balajee FIBC Ltd.,Capital Goods,TIRUPATI,SM,INE238Y01018
Shri Techtex Ltd.,Capital Goods,SHRITECH,SM,INE0OMF01015
Shubhlaxmi Jewel Art Ltd.,Consumer Durables,SHUBHLAXMI,ST,INE01Z401013
Siddhika Coatings Ltd.,Consumer Durables,SIDDHIKA,SM,INE0A1E01018
Signoria Creation Ltd.,Textiles,SIGNORIA,ST,INE0RDE01010
Silkflex Polymers (India) Ltd.,Chemicals,SILKFLEX,ST,INE0STN01015
Slone Infosystems Ltd.,Information Technology,SLONE,ST,INE0SMA01017
Solex Energy Ltd.,Capital Goods,SOLEX,SM,INE880Y01017
Sona Machinery Ltd.,Capital Goods,SONAMAC,SM,INE0Q6H01012
Sonu Infratech Ltd.,Construction,SONUINFRA,SM,INE0JZA01018
Sotac Pharmaceuticals Ltd.,Healthcare,SOTAC,SM,INE0O2D01012
Spectrum Electrical Industries Ltd.,Capital Goods,SPECTRUM,SM,INE01EO01010
Spectrum Talent Management Ltd.,Services,SPECTSTM,ST,INE0OL001018
Srivari Spices And Foods Ltd.,Fast Moving Consumer Goods,SSFL,ST,INE0ON201012
Srivasavi Adhesive Tapes Ltd.,Capital Goods,SRIVASAVI,SM,INE0NPI01014
Sungarner Energies Ltd.,Capital Goods,SEL,ST,INE0O3O01017
Sunrest Lifescience Ltd.,Healthcare,SUNREST,SM,INE0PLZ01012
Supreme Power Equipment Ltd.,Capital Goods,SUPREMEPWR,ST,INE0QHG01026
Surani Steel Tubes Ltd.,Capital Goods,SURANI,ST,INE01ZJ01015
Swaraj Suiting Ltd.,Textiles,SWARAJ,ST,INE0GMR01016
Swastik Pipe Ltd.,Capital Goods,SWASTIK,SM,INE0DGC01025
Sylvan Plyboard (India) Ltd.,Consumer Durables,SYLVANPLY,SM,INE01IH01015
Synoptics Technologies Ltd.,Information Technology,SYNOPTICS,SM,INE0BTR01012
Systango Technologies Ltd.,Information Technology,SYSTANGO,SM,INE0O7R01011
TAC Infosec Ltd.,Information Technology,TAC,ST,INE0SOY01013
TBI Corn Ltd.,Fast Moving Consumer Goods,TBI,ST,INE0N2D01013
Tapi Fruit Processing Ltd.,Fast Moving Consumer Goods,TAPIFRUIT,SM,INE0M7001010
Teerth Gopicon Ltd.,Construction,TGL,ST,INE0K6601012
Thaai Casting Ltd.,Automobile and Auto Components,TCL,SM,INE0QJL01014
Timescan Logistics (India) Ltd.,Services,TIMESCAN,SM,INE0IJY01014
Transteel Seating Technologies Ltd.,Consumer Durables,TRANSTEEL,SM,INE0NVI01020
Transwind Infra Ltd.,Construction,TRANSWIND,ST,INE792X01016
Trident Techlabs Ltd.,Information Technology,TECHLABS,SM,INE0QD201012
Tridhya Tech Ltd.,Services,TRIDHYA,SM,INE0LWY01029
Trust Fintech Ltd.,Information Technology,TRUST,SM,INE0SWN01019
Ultra Wiring Connectivity System Ltd.,Automobile and Auto Components,UWCSL,SM,INE00F301010
Uma Converter Ltd.,Capital Goods,UMA,SM,INE067901012
Unihealth Consultancy Ltd.,Healthcare,UNIHEALTH,SM,INE0PRF01011
Upsurge Seeds of Agriculture Ltd.,Fast Moving Consumer Goods,USASEEDS,SM,INE0CBM01019
Urban Enviro Waste Management Ltd.,Utilities,URBAN,ST,INE0O0201019
Ushanti Colour Chem Ltd.,Chemicals,UCL,SM,INE00NI01015
V Marc India Ltd.,Capital Goods,VMARCIND,ST,INE0GXK01018
V R Infraspace Ltd.,Realty,VR,ST,INE0QQM01017
Vadivarhe Speciality Chemicals Ltd.,Chemicals,VSCL,SM,INE551Q01028
Vaidya Sane Ayurved Laboratories Ltd.,Healthcare,MADHAVBAUG,SM,INE0JR301013
Varanium Cloud Ltd.,Telecommunication,CLOUD,ST,INE0JOO01021
Vasa Denticity Ltd.,Healthcare,DENTALKART,SM,INE0N5801013
Vasa Retail and Overseas Ltd,Fast Moving Consumer Goods,VASA,SM,INE068Z01016
Veekayem Fashion and Apparels Ltd,Textiles,VEEKAYEM,ST,INE0KTW01013
Vels Film International Ltd.,Media Entertainment & Publication,VELS,SM,INE0I3H01019
Veritaas Advertising Ltd.,Media Entertainment & Publication,VERITAAS,SM,INE0SRI01019
Vertexplus Technologies Ltd.,Information Technology,VERTEXPLUS,SM,INE0NLB01018
Viaz Tyres Ltd.,Automobile and Auto Components,VIAZ,SM,INE0MO401019
Vilas Transcore Ltd.,Capital Goods,VILAS,ST,INE0AZY01017
Vilin Bio Med Ltd.,Healthcare,VILINBIO,SM,INE0L4V01013
Vinsys IT Services India Ltd.,Consumer Services,VINSYS,SM,INE0OSJ01014
Vinyas Innovative Technologies Ltd.,Capital Goods,VINYAS,ST,INE0OLS01010
Visaman Global Sales Ltd.,Capital Goods,VISAMAN,SM,INE0BHK01012
Vishnusurya Projects and Infra Ltd.,Construction Materials,VISHNUINFR,ST,INE0PQ001012
Vishwas Agri Seeds Ltd.,Fast Moving Consumer Goods,VISHWAS,SM,INE0S2E01016
Vital Chemtech Ltd.,Chemicals,VITAL,SM,INE0L4K01016
Viviana Power Tech Ltd.,Construction,VIVIANA,ST,INE0MEG01014
Vivo Collaboration Solutions Ltd.,Telecommunication,VIVO,ST,INE0IA701014
Walpar Nutritions Ltd.,Healthcare,WALPAR,SM,INE0G2G01015
Winny Immigration & Education Services  Ltd.,Consumer Services,WINNY,SM,INE0S9101013
Winsol Engineers Ltd.,Construction,WINSOL,SM,INE0S3D01016
Wise Travel India Ltd.,Services,WTICAB,SM,INE623Y01011
Womancart Ltd.,Consumer Services,WOMANCART,ST,INE0Q9601016
Yash Optics & Lens Ltd.,Consumer Durables,YASHOPTICS,SM,INE0TO601017
Yasons Chemex Care Ltd.,Chemicals,YCCL,SM,INE08S201019
Yudiz Solutions Ltd.,Information Technology,YUDIZ,ST,INE09FA01019
Z-Tech (India) Ltd.,Utilities,ZTECH,ST,INE0ISZ01012
Zeal Global Services Ltd.,Services,ZEAL,SM,INE0PPS01018
Zenith Drugs Ltd.,Healthcare,ZENITHDRUG,ST,INE0QWN01013
